group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user3,0
group-m/user3,22
group-m/user3,0
group-m/user2,-1
group-m/user2,0
group-m/user1,-1862
group-m/user1,1
group-m/user1,4263
group-m/user1,2444
group-m/user1,882
group-m/user1,1844
group-m/user1,674
group-m/user2,-350
group-m/user2,-350
group-m/user2,-484
group-m/user2,-484
group-m/user2,77
group-m/user2,77
group-m/user1,3279
group-m/user1,17472
group-m/user3,-1
group-m/user3,18959
group-m/user3,13
group-m/user3,13
group-m/user4,193
group-m/user4,0
group-m/user4,18312
group-m/user4,551
group-m/user4,-551
group-m/user4,147
group-m/user4,404
group-m/user4,2621
group-m/user4,2781
group-m/user2,1
group-m/user2,17195
group-m/user3,17
group-m/user3,51
group-m/user3,0
group-m/user3,16
group-m/user3,3
group-m/user3,76
group-m/user3,18
group-m/user3,-35
group-m/user3,7
group-m/user3,-3
group-m/user3,-130
group-m/user4,416
group-m/user4,487
group-m/user4,-445
group-m/user4,-1573
group-m/user4,2909
group-m/user4,-378
group-m/user4,0
group-m/user4,-1606
group-m/user4,2286
group-m/user4,-28
group-m/user1,701
group-m/user1,0
group-m/user1,-694
group-m/user4,496
group-m/user1,794
group-m/user1,9
group-m/user1,121
group-m/user1,134
group-m/user2,-158
group-m/user2,-158
group-m/user2,15
group-m/user2,15
group-m/user2,62
group-m/user2,62
group-m/user4,1
group-m/user2,19
group-m/user2,19
group-m/user2,180
group-m/user2,180
group-m/user2,5
group-m/user2,5
group-m/user2,0
group-m/user2,0
group-m/user2,6
group-m/user2,6
group-m/user2,-125
group-m/user2,-125
group-m/user1,32
group-m/user1,30
group-m/user1,17304
group-m/user4,0
group-m/user4,665
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user2,0
group-m/user1,4
group-m/user1,0
group-m/user1,0
group-m/user1,2
group-m/user1,2
group-m/user1,0
group-m/user1,0
group-m/user1,2
group-m/user1,1
group-m/user1,27
group-m/user1,1
