group-f/user4,0
group-f/user4,0
group-f/user4,0
group-f/user4,0
group-f/user4,12
group-f/user3,0
group-f/user1,2
group-f/user3,0
group-f/user3,0
group-f/user2,0
group-f/user3,0
group-f/user3,0
group-f/user3,0
group-f/user3,0
group-f/user3,0
group-f/user1,13
group-f/user1,1
group-f/user1,79
group-f/user1,5
group-f/user1,-23
group-f/user2,36
group-f/user1,91
group-f/user2,2420
group-f/user4,43
group-f/user4,2
group-f/user4,2
group-f/user4,-2
group-f/user4,1
group-f/user4,0
group-f/user4,27
group-f/user1,62
group-f/user1,56
group-f/user2,3
group-f/user1,23
group-f/user3,0
group-f/user3,18
group-f/user2,12
group-f/user2,-927
group-f/user3,15
group-f/user3,-3
group-f/user3,31
group-f/user3,1057
group-f/user3,1
group-f/user2,1057
group-f/user2,-1
group-f/user4,-1
group-f/user4,-2
group-f/user1,0
group-f/user4,76
group-f/user3,2
group-f/user3,0
group-f/user3,-5
group-f/user3,-6
group-f/user3,22
group-f/user2,0
group-f/user1,0
group-f/user4,17
group-f/user1,5
group-f/user4,0
group-f/user3,0
group-f/user2,0
group-f/user1,0
group-f/user2,11
group-f/user1,5
group-f/user3,-359
group-f/user1,-8
group-f/user1,2
group-f/user3,0
group-f/user3,1
group-f/user3,6
group-f/user3,22
group-f/user3,0
group-f/user3,583
group-f/user4,2
group-f/user4,4
group-f/user2,25
group-f/user1,4
group-f/user1,58
group-f/user1,9
group-f/user1,10
group-f/user2,0
group-f/user4,9238
group-f/user1,12
group-f/user1,57
group-f/user1,7
group-f/user1,89
group-f/user1,77
group-f/user1,73
group-f/user1,10
group-f/user2,0
group-f/user2,4
group-f/user2,6
group-f/user4,11
group-f/user4,6
group-f/user3,27
group-f/user4,-1
group-f/user4,53
group-f/user4,30
group-f/user4,18
group-f/user2,894
group-f/user2,1
group-f/user2,3
group-f/user2,55
group-f/user4,28
group-f/user1,37
group-f/user3,4
group-f/user4,36
group-f/user2,84
group-f/user1,7
group-f/user1,18
group-f/user3,0
group-f/user3,12
group-f/user3,589
group-f/user3,58
group-f/user1,-1013
group-f/user1,1013
group-f/user1,1013
group-f/user2,11
group-f/user2,1126
group-f/user3,6
group-f/user2,0
group-f/user4,941
group-f/user2,0
group-f/user2,10
group-f/user3,0
group-f/user3,6
group-f/user4,0
group-f/user2,0
group-f/user3,96
group-f/user2,0
group-f/user4,27
group-f/user3,0
group-f/user3,70
group-f/user4,0
group-f/user4,0
group-f/user2,12
group-f/user3,2
group-f/user1,4
group-f/user1,0
group-f/user4,0
group-f/user1,0
group-f/user1,4
group-f/user1,0
group-f/user2,2
