2,-814625,0
10,74172,0
18,-629676,0
19,-628001,0
21,151472,0
26,-589799,0
55,68293,0
57,171209,0
11,12855,-86400
14,-87278,-86400
22,-588905,-86400
23,13058,-86400
27,-589229,-86400
32,-87580,-86400
33,-87790,-86400
36,-87837,-86400
44,13013,-86400
58,242251,172800
59,257527,172800
60,242230,172800
15,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
69,-193705,0
84,-35156,0
85,-39331,0
86,-35242,0
