3,1
4,4
5,4
6,3
8,2
9,4
15,3
17,1
18,2
19,1
20,4
21,1
23,1
24,2
26,2
30,2
31,2
32,2
38,1
40,4
42,1
45,3
46,4
48,2
49,2
50,2
54,4
55,2
56,1
60,2
61,2
62,1
63,1
64,1
