1,4
2,2
5,1
6,3
7,4
8,1
11,1
12,2
13,2
14,1
15,1
17,2
18,1
19,1
20,1
21,1
23,1
24,2
25,1
26,2
27,2
28,1
29,1
30,1
31,1
35,1
36,1
37,2
38,2
39,2
43,4
44,1
45,2
47,2
48,3
50,1
51,2
52,3
54,3
55,1
56,1
57,1
59,2
60,1
61,3
62,4
63,3
64,1
65,2
66,1
67,3
69,3
70,4
72,2
73,2
74,1
75,1
77,1
78,2
79,3
80,1
81,1
82,1
83,2
84,1
85,2
