2,2
5,1
7,1
8,4
9,2
10,2
12,1
13,3
14,1
15,3
16,3
17,2
18,1
21,2
22,1
23,1
25,1
26,1
27,1
28,1
31,1
33,1
35,1
37,1
38,1
39,1
40,1
41,1
42,1
44,1
46,1
47,1
48,2
50,1
51,1
52,2
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
63,1
64,1
66,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,3
81,1
82,1
84,1
85,1
86,1
88,1
