1,0
2,0
3,40482
4,0
5,27074
6,1056755
7,300826
8,300725
9,32985
10,93939
11,1068327
12,300459
13,71287
14,996421
15,995794
16,0
16,45604
17,1181877
18,1181730
19,507636
20,966731
21,966713
22,966614
23,1066185
24,1066163
25,1066138
26,3729
27,3713
28,3730
29,0
30,215878
31,177246
32,177261
33,140945
34,0
35,0
36,447365
37,447279
38,447105
39,446983
40,523985
41,3795955
42,172204
43,171788
44,557871
45,169142
46,15551
47,645997
48,597292
49,597133
50,0
51,0
52,0
53,0
54,8
55,387540
56,2841
57,8071
58,51185
59,6670
60,3354
61,6342
62,5734
63,0
64,6924
65,31592
66,413
67,352
68,336
69,316
70,297
71,264
72,231
73,20
73,1594
74,1985
75,1977
76,824
77,40229
78,40092
79,0
80,8
81,6
82,5
83,2274
84,4659
84,4784
85,3103438
86,3079875
87,3084401
88,3103172
90,3083930
91,3100003
93,3079483
94,3101345
96,3102825
