1,1324107
2,760070
3,774210
4,1799846
5,1813958
6,1297390
7,758560
8,538222
9,0
10,243061
11,239792
12,716832
13,377849
14,107062
15,104685
16,681
16,711
16,271592
17,594
18,514549
19,0
20,0
21,7228
22,0
23,0
24,0
25,136592
26,94424
27,94333
28,2645112
29,263
30,12051
31,12183
32,26136
