1,1101941
2,841664
3,1583529
4,62213
5,391091
6,327383
7,1128883
8,52557
9,847196
10,1022034
11,960664
12,53239
13,825961
14,812534
15,974912
15,4226431
16,333226
17,75870
18,267166
19,268798
20,72809
21,1045242
22,304793
23,906740
24,913769
25,967274
26,303319
27,303832
28,263881
29,743842
30,807303
31,725531
32,675349
33,675115
34,201
35,131
36,500781
37,244733
38,244741
39,244665
40,5594
41,218166
42,111540
43,11684
44,100645
45,2554
46,35
47,158
48,5098
49,1520
50,75355
51,28343
52,3304
53,2293
54,20
55,48157
56,53511
57,104139
58,4941
59,19962
60,4405
61,65348
62,99748
63,887
64,1825
65,595620
66,437061
67,437015
68,203633
69,435761
70,594291
71,452490
72,78664
73,27861
74,28299
75,139833
76,135748
77,74917
78,74801
79,78796
80,78545
81,55721
82,51548
83,51382
84,51518
85,47285
86,51284
