1,791234
2,30
3,316395
4,0
5,318616
6,239325
7,365542
8,1547872
9,671992
10,434134
11,1429403
12,1575510
13,96342
14,1230847
15,337543
16,0
17,310351
18,300501
19,8344
20,1264
21,1153886
22,1153592
23,860841
24,0
25,845256
26,830736
27,455611
28,735699
29,42305
30,5556
31,12505
32,11885
33,3402
34,267136
35,0
36,71
37,249173
38,328046
39,4
40,1384887
41,276536
42,1242102
43,899721
44,128544
45,955242
46,946732
47,133868
48,105562
49,2911
50,644
51,382
52,14417
53,14339
54,1263
55,593091
56,361814
