1,102
2,1163131
3,1162862
4,1162771
5,1016
6,39121
7,2009334
8,2009262
9,260162
10,1312915
11,5274090
12,5274023
13,1891807
14,1890726
15,678683
16,677996
17,761929
18,686227
19,784278
20,690537
21,434527
22,458972
23,265922
24,12883
25,160660
26,3075327
27,167707
28,82685
29,17692
30,104927
31,72328
32,157255
33,4103
34,23600
35,82747
36,30061
37,2927297
38,583
39,66082
40,2898435
41,76026
42,2727815
43,2727707
44,351682
45,182766
46,358491
47,358155
48,157991
49,168674
50,168073
51,157795
52,6902
