1,118
2,923814
3,762164
4,761889
5,753927
6,761811
7,859793
8,457507
9,153724
10,2330534
11,749795
12,748147
13,748142
14,748070
15,1224845
16,703710
17,1419199
18,569018
19,704353
20,704291
21,529714
22,1063841
22,1063850
23,3395048
24,419431
25,256992
26,93090
27,57926
28,260479
29,347472
30,0
31,277
31,372753
32,193753
33,357618
34,991
35,518979
36,4
37,261459
38,7571
39,556121
40,1903
41,73404
42,347950
43,795
44,354895
45,62
46,6507
47,1961237
48,65135
49,2111630
50,17331
51,5430
52,2774
52,238713
53,56538
54,23043
55,1644672
56,50288
57,1655727
58,1739946
59,1679625
60,28927
61,86030
62,219476
63,144436
64,64737
65,1197
66,1598450
67,15
68,15
69,6
70,337828
71,621131
72,866671
73,440624
74,439974
75,815473
76,195396
77,561537
78,74897
79,74458
80,454140
81,454060
82,453809
83,21
84,15874
85,19250
86,31635
87,50706
88,151416
89,4
