1,-556617
2,-814625
3,-70106
4,-895325
5,-566415
6,-630102
7,171419
8,-895521
9,-100832
10,74172
11,99255
12,-893577
13,-73953
14,-878
15,
16,-566397
17,-823639
18,-629676
19,-628001
20,-823671
21,151472
22,-502505
23,99458
24,20491
25,74098
26,-589799
27,-502829
28,-566434
29,-74023
30,11522
31,-70222
32,-1180
33,-1390
34,-630773
35,-596925
36,-1437
37,-311855
38,-311819
39,-311866
40,-305381
41,-90160
42,-90147
43,-90182
44,99413
45,-78787
46,-75514
47,-75271
48,-70247
49,-53615
50,20301
51,13230
52,-11740
53,-12716
54,11128
55,68293
56,120267
57,171209
58,69451
59,84727
60,69430
61,
62,
63,
64,
65,
66,
67,
68,
69,-193705
70,
71,
72,
73,
74,
75,-35168
76,-39198
77,-39212
78,-39289
79,-35193
80,-35210
81,-35228
82,-39383
83,-39398
84,-35156
85,-39331
86,-35242
