1,-13796
2,1331157
3,61844
4,61926
6,-1486931
7,-190991
8,68200
9,-1990705
12,-4078721
13,-190885
14,-190898
18,-3125104
20,-286727
21,-371132
23,-369495
24,3675621
25,-1990632
28,482455
29,4404
30,-611789
31,482627
